M,P,exit_mode,horizon_hours,max_k,total_return,profit_factor,max_drawdown,n_trades,turnover,total_trade_cost,total_funding,n_bars,sharpe
336,0.998,median,168,3,-0.9179518188486607,0.9459541834374261,0.9519256207536819,5123,2791.3333333333335,2.791333333333333,-0.35752916999999995,33390,-0.8179394616420868
336,0.998,median,168,5,-0.9409709458063134,0.9377884369288569,0.9640518281175261,7103,2906.2666666666664,2.9062666666666663,-0.37586090233333336,33390,-0.9674075429549197
336,0.998,median,168,10,-0.962644922127006,0.9256247722779994,0.9761179902834607,10643,2969.4134920634924,2.9694134920634925,-0.3850704672936508,33390,-1.1732613960448413
336,0.998,horizon,24,3,-0.9991029448786602,0.9321219897767224,0.9994364221440711,4301,1843.6666666666667,1.8436666666666666,-0.473869685,33390,-1.27667950126745
336,0.998,horizon,24,5,-0.9987745215725635,0.9358091716557168,0.9992569260562999,7269,1963.5,1.9635,-0.48483585200000007,33390,-1.218796461593461
336,0.998,horizon,24,10,-0.9994161643971577,0.925844224198468,0.9996452711992754,12044,2047.002380952381,2.0470023809523807,-0.4891736325119048,33390,-1.4225011500054918
336,0.998,horizon,72,3,-0.9992568055920126,0.9503386904026687,0.9994864241412437,2620,928.6666666666666,0.9286666666666668,-0.5458967116666666,33390,-1.1315006776214505
336,0.998,horizon,72,5,-0.999462114435516,0.9448914644209858,0.9996555779366607,5435,1011.1333333333333,1.0111333333333334,-0.556041217,33390,-1.2627591323939136
336,0.998,horizon,72,10,-0.9995196751933348,0.9427456075509166,0.9996772806935561,11761,1080.152380952381,1.080152380952381,-0.5617229951150794,33390,-1.3275176127236286
336,0.998,horizon,168,3,-0.9996533554560333,0.9481240785212033,0.9997694381390103,1413,448.0,0.44800000000000006,-0.585671925,33390,-1.2990926292384628
336,0.998,horizon,168,5,-0.999779388101016,0.9428541937261714,0.999848978566987,3294,508.4,0.5084000000000001,-0.6020718518333334,33390,-1.4367270231214484
336,0.998,horizon,168,10,-0.999735879385686,0.9426551062410783,0.9998194250340247,9423,544.7111111111111,0.544711111111111,-0.5754659147063492,33390,-1.4408830089771503
720,0.95,median,24,3,-0.9939073429579488,0.9649998052584811,0.9964295027121252,33186,11615.333333333332,11.615333333333332,-0.9499988899999998,33390,-0.9328133921130379
720,0.95,median,24,5,-0.9975479884299208,0.9506901244878074,0.9982094494130782,65180,13118.2,13.118200000000002,-0.8501233669999999,33390,-1.3454740508880674
720,0.95,median,24,10,-0.9995413274063749,0.9300670455235909,0.9995873619628045,127759,14541.007936507936,14.541007936507937,-0.7702305834206349,33390,-1.942676377578467
720,0.95,median,72,3,-0.9951912969496565,0.9623161587290566,0.9960083553824192,32687,11445.0,11.445,-0.9486098416666666,33390,-1.0073590433287787
720,0.95,median,72,5,-0.9974771471862659,0.9507947666594733,0.9979211690744161,64585,12965.766666666666,12.965766666666667,-0.8496428654999999,33390,-1.3448706109797988
720,0.95,median,72,10,-0.9995557704109981,0.9294848417446685,0.999603606657674,126911,14403.473015873016,14.403473015873015,-0.7672792137539683,33390,-1.9603121311167175
720,0.95,median,168,3,-0.9951481624058437,0.9623164374801422,0.9959725499338732,32665,11434.666666666666,11.434666666666665,-0.9474905199999999,33390,-1.0082371096331029
720,0.95,median,168,5,-0.9975362703386124,0.9504941741443688,0.9979827337248995,64534,12950.866666666667,12.950866666666668,-0.8488140226666667,33390,-1.3533891784027328
720,0.95,median,168,10,-0.9995584688177547,0.9293603392239979,0.9996060144902444,126860,14395.430952380953,14.395430952380952,-0.7664893707658731,33390,-1.9640703229048198
720,0.95,horizon,24,3,-0.3893521337257313,1.0125211262491178,0.9480093603927134,4159,1220.6666666666667,1.2206666666666668,-0.7369043366666665,33390,0.3271677482549186
720,0.95,horizon,24,5,-0.04862816600185327,1.0143492448123568,0.8907655193094016,9967,1311.7666666666667,1.3117666666666667,-0.6825271548333334,33390,0.38761700310998803
720,0.95,horizon,24,10,-0.38578436919037173,1.0073869589076936,0.8167249936445489,38138,1521.7857142857142,1.521785714285714,-0.5967700807936508,33390,0.1975498420686208
720,0.95,horizon,72,3,-0.8091849357088391,0.9978653802705255,0.9224981045367266,940,274.3333333333333,0.2743333333333333,-0.33971808333333325,33390,-0.05866504828905972
720,0.95,horizon,72,5,-0.9406273060586947,0.9806402102918794,0.9693405979537156,2133,280.73333333333335,0.28073333333333333,-0.3557869821666667,33390,-0.5209738960017005
720,0.95,horizon,72,10,-0.7833013603808788,0.9927717439283456,0.8740874231121394,8890,325.9007936507936,0.3259007936507936,-0.3797588698412699,33390,-0.19048714402548897
720,0.95,horizon,168,3,-0.9209737436870132,0.9881220923276192,0.9430004937186809,254,74.66666666666667,0.07466666666666667,-0.40083276833333326,33390,-0.32380384114627553
720,0.95,horizon,168,5,-0.9014812334793876,0.9861435918340222,0.9229821047832796,646,84.5,0.08449999999999999,-0.3520745305,33390,-0.3801082246388976
720,0.95,horizon,168,10,-0.8147670025820821,0.9894673777697282,0.8821451728942689,2348,95.17222222222222,0.0951722222222222,-0.2676731297976191,33390,-0.2772075623662961
720,0.98,median,24,3,-0.9927577693218527,0.9698024448914483,0.9980338973149571,27100,10801.0,10.801000000000002,-0.9613024849999999,33390,-0.7659957315229118
720,0.98,median,24,5,-0.9965950376880317,0.9593253121320177,0.9989195374575015,45078,11688.033333333333,11.688033333333333,-0.8998645878333333,33390,-1.0585375412191445
720,0.98,median,24,10,-0.9986108919644099,0.9486891380765899,0.999468661136748,72369,12224.257142857143,12.224257142857144,-0.850667662265873,33390,-1.3457555047987566
720,0.98,median,72,3,-0.9945973215428203,0.9662110240124049,0.9981746570505913,26360,10424.333333333334,10.424333333333333,-0.9473929816666666,33390,-0.8631750741765143
720,0.98,median,72,5,-0.9957763020760515,0.9608975850656609,0.9978500001594056,44091,11322.166666666668,11.322166666666668,-0.9043176106666666,33390,-1.0264457242844773
720,0.98,median,72,10,-0.9982919619957875,0.9503826092725267,0.9991606554823517,71472,11860.660317460319,11.860660317460319,-0.8501080969404762,33390,-1.312933009146651
720,0.98,median,168,3,-0.9944582476664812,0.9663421436238538,0.9979901335757978,26314,10395.0,10.395000000000001,-0.9469474883333333,33390,-0.8606895335581718
720,0.98,median,168,5,-0.9955113894670895,0.9614524324597256,0.9977860015671769,44040,11296.5,11.2965,-0.9046661276666668,33390,-1.012245248042242
720,0.98,median,168,10,-0.9981669924106379,0.9510558956348238,0.9991303584903225,71548,11840.009523809524,11.840009523809524,-0.8499521763174603,33390,-1.2951793889191352
720,0.98,horizon,24,3,-0.9135253693503175,0.9931764778500412,0.9726957825650455,7644,2208.3333333333335,2.2083333333333335,-0.707575045,33390,-0.1797776289792877
720,0.98,horizon,24,5,-0.8956246917411823,0.9904621938620652,0.957015739194671,18275,2360.7,2.3606999999999996,-0.6893595331666666,33390,-0.25581305657919085
720,0.98,horizon,24,10,-0.904122266610652,0.9861642206832987,0.9457239709441125,55553,2595.853968253968,2.595853968253968,-0.6239064697420635,33390,-0.36846756544126613
720,0.98,horizon,72,3,0.9291454814292401,1.0237483326567327,0.876622489080761,2288,607.0,0.6070000000000001,-0.4804366116666667,33390,0.6369387101644537
720,0.98,horizon,72,5,-0.26422050970491673,1.0111014632737967,0.8569958534380022,5516,610.2,0.6102,-0.497338864,33390,0.2950407089985201
720,0.98,horizon,72,10,-0.5826953715609572,1.001851906033651,0.8240792475027634,21078,676.540476190476,0.6765404761904761,-0.45885282755952383,33390,0.04841474370645332
720,0.98,horizon,168,3,0.5452110250714055,1.0221805630776648,0.9441220416576823,747,193.33333333333337,0.19333333333333336,-0.28999559166666666,33390,0.5825421670466552
720,0.98,horizon,168,5,-0.6822412653295326,1.0000291856156847,0.9149982014504127,1803,189.83333333333331,0.18983333333333333,-0.32801486683333336,33390,0.000789088826896908
720,0.98,horizon,168,10,-0.8581975670787225,0.9861213691919132,0.918325682427478,6971,198.22222222222217,0.19822222222222216,-0.31006981968650793,33390,-0.3573877170881469
720,0.99,median,24,3,-0.9857628828815613,0.9746801230461621,0.995236833228975,19669,8654.333333333334,8.654333333333334,-0.8992791250000001,33390,-0.5952980246506517
720,0.99,median,24,5,-0.9897710956252319,0.9686178566032944,0.9969591746345584,30214,9220.300000000001,9.220300000000002,-0.8464048900000001,33390,-0.7520683047573514
720,0.99,median,24,10,-0.9934092692694789,0.9626782088072763,0.9977291230437478,46500,9518.52380952381,9.51852380952381,-0.8121590445912699,33390,-0.9037291221527785
720,0.99,median,72,3,-0.9887716934733665,0.9723347775134724,0.9957559134982173,18931,8261.666666666668,8.261666666666667,-0.9113776633333333,33390,-0.6598119313392263
720,0.99,median,72,5,-0.9890468803379285,0.9697802671840143,0.9964825609177239,29457,8823.533333333333,8.823533333333334,-0.8593235400000001,33390,-0.7347141835576821
720,0.99,median,72,10,-0.9885650406448562,0.969017783168951,0.9962403234404573,45593,9115.704761904763,9.115704761904762,-0.8256057409246031,33390,-0.7620786052150628
720,0.99,median,168,3,-0.9795673484730665,0.9785154602958599,0.993999848054854,18772,8181.0,8.181000000000001,-0.9099006416666666,33390,-0.5106114110505269
720,0.99,median,168,5,-0.9878649195327462,0.9707119493369706,0.9966704570144289,29270,8754.866666666667,8.754866666666668,-0.8611378603333334,33390,-0.7123727873153605
720,0.99,median,168,10,-0.9890651896366899,0.9683424733307044,0.9966140644710683,45585,9049.684126984128,9.049684126984129,-0.8288679484761905,33390,-0.780173860899299
720,0.99,horizon,24,3,-0.9451019488647396,0.989136528419845,0.9817253928252966,8730,2674.333333333334,2.6743333333333337,-0.7599038016666666,33390,-0.28283558477097875
720,0.99,horizon,24,5,-0.8652084374312649,0.9945976445970048,0.973006545521965,19233,2871.733333333333,2.8717333333333332,-0.6754487203333334,33390,-0.14105820381806117
720,0.99,horizon,24,10,-0.9572513649563558,0.9793517944651916,0.9842102063217624,47153,3091.1428571428573,3.0911428571428567,-0.6121269826626985,33390,-0.5390865788259889
720,0.99,horizon,72,3,-0.7352163234586608,1.001581619593737,0.904429133005524,2991,810.0,0.81,-0.5057833516666665,33390,0.04331854817850453
720,0.99,horizon,72,5,-0.8460856047613254,0.9917155679559282,0.9049269205048153,7568,852.3333333333333,0.8523333333333333,-0.4982302768333334,33390,-0.22537583561948354
720,0.99,horizon,72,10,-0.6581126645816111,0.9997906387819141,0.8445697750925971,24800,926.5642857142856,0.9265642857142855,-0.4709735522817461,33390,-0.005572327482216428
720,0.99,horizon,168,3,-0.5140810527814367,1.009919220428551,0.9300116127845759,1144,294.33333333333337,0.2943333333333334,-0.3176861633333333,33390,0.2593703727146963
720,0.99,horizon,168,5,-0.7976349194846394,0.9945581084021351,0.8814402772872428,2924,314.0666666666666,0.3140666666666666,-0.27632931916666664,33390,-0.14256607574449265
720,0.99,horizon,168,10,-0.901430001349844,0.9802000270744456,0.9442142832828856,10462,313.0896825396825,0.3130896825396825,-0.2736444999047619,33390,-0.5316427089546242
720,0.995,median,24,3,-0.7841878433162968,1.001324291600889,0.9742022568807265,12441,6051.666666666667,6.051666666666667,-0.8290413583333334,33390,0.027330695219226608
720,0.995,median,24,5,-0.8399552206191447,0.996563034655383,0.9814567769388028,18146,6372.766666666666,6.372766666666667,-0.7800608875000001,33390,-0.0715914909903528
720,0.995,median,24,10,-0.9025113767463727,0.988915670449175,0.9871637630520077,27422,6548.880158730159,6.548880158730158,-0.7563196893888889,33390,-0.23444165293944239
720,0.995,median,72,3,-0.4239786784664785,1.0145203841692492,0.955574114071186,11806,5658.333333333334,5.658333333333333,-0.8421857033333333,33390,0.30821724261960165
720,0.995,median,72,5,-0.568857819508003,1.0099269265352562,0.9676263968778949,17617,5986.4,5.986400000000001,-0.7906424743333333,33390,0.21279807084274407
720,0.995,median,72,10,-0.7622756558067655,1.001335690208028,0.975556948744947,27347,6168.27380952381,6.168273809523809,-0.7653212537261904,33390,0.029033236157001475
720,0.995,median,168,3,-0.5862443781006983,1.0100933287194587,0.9579390025408745,11739,5586.0,5.586,-0.8440417649999999,33390,0.21538114949646708
720,0.995,median,168,5,-0.6535505233624692,1.0070051228807098,0.9675131608527667,17550,5916.633333333333,5.916633333333333,-0.793737941,33390,0.15121298192497773
720,0.995,median,168,10,-0.7910548831145894,0.9996175714365745,0.9725166502018396,27399,6093.690476190477,6.093690476190476,-0.7694832415079366,33390,-0.008363944297009882
720,0.995,horizon,24,3,-0.9653942173627363,0.9850325011518025,0.9952389593758936,8022,2780.0,2.7800000000000002,-0.740433975,33390,-0.367047856748416
720,0.995,horizon,24,5,-0.9817759621375888,0.9745073781249998,0.9965754238900897,15840,2968.133333333333,2.9681333333333333,-0.6880129353333333,33390,-0.6387535321364816
720,0.995,horizon,24,10,-0.9872152933537355,0.9680235046377705,0.9963797253175918,30721,3141.1222222222223,3.141122222222222,-0.642182229531746,33390,-0.8113368312401064
720,0.995,horizon,72,3,-0.9866860239159329,0.970212904129841,0.9931606810737281,3425,1017.3333333333335,1.0173333333333334,-0.5541249933333333,33390,-0.8057794875808554
720,0.995,horizon,72,5,-0.9526530912985155,0.979713686189822,0.9753928645873279,8092,1070.8333333333333,1.0708333333333333,-0.5071967513333333,33390,-0.5468099396352583
720,0.995,horizon,72,10,-0.7828559742984726,0.9951896171353104,0.8867730241669984,22895,1136.4880952380952,1.1364880952380951,-0.4662589887142857,33390,-0.12738888292723297
720,0.995,horizon,168,3,-0.983387367865405,0.9722519662779389,0.9889878433497261,1386,383.6666666666667,0.3836666666666667,-0.48990619999999996,33390,-0.7463887717150556
720,0.995,horizon,168,5,-0.9847734415785894,0.9639428249231482,0.9919120737990064,3624,407.6333333333333,0.4076333333333333,-0.4324664621666666,33390,-0.9776596721589448
720,0.995,horizon,168,10,-0.9243527020981857,0.9769892466243509,0.9584253335475265,12778,430.6523809523809,0.4306523809523809,-0.32614965383730166,33390,-0.6107591386763774
720,0.998,median,24,3,-0.2313540866990279,1.0252987693088151,0.9092910233814938,6576,3627.0,3.6270000000000007,-0.7213074766666666,33390,0.372356128587724
720,0.998,median,24,5,-0.670947829605241,1.0088110454655597,0.9327916222548632,9258,3787.3333333333335,3.787333333333333,-0.6866741949999999,33390,0.1318631867071095
720,0.998,median,24,10,-0.7209077918596899,1.0050479263457355,0.9382676442920764,13508,3869.656349206349,3.8696563492063496,-0.688848795829365,33390,0.0763942016072187
720,0.998,median,72,3,-0.029784053484902318,1.0278639658011515,0.9193005996544853,6306,3406.666666666667,3.406666666666667,-0.740761365,33390,0.4478859062942096
720,0.998,median,72,5,-0.4925936965617934,1.0163704790797818,0.9282254174807197,9242,3584.633333333333,3.584633333333333,-0.7022922341666666,33390,0.2655083018418523
720,0.998,median,72,10,-0.5541847698896716,1.0135133280760455,0.9357630262830173,13635,3660.2428571428572,3.660242857142858,-0.7108518713214287,33390,0.22177996912251835
720,0.998,median,168,3,-0.014145710767965891,1.0277290889515664,0.8917159371229044,6253,3346.0,3.346,-0.7552170316666666,33390,0.45912001471983815
720,0.998,median,168,5,-0.5510005830650351,1.014423631091598,0.9154864944792372,9213,3530.9666666666667,3.5309666666666666,-0.7104755626666667,33390,0.2411774681058637
720,0.998,median,168,10,-0.6386526001800462,1.0101766317437133,0.9308929188612907,13773,3607.2373015873018,3.6072373015873023,-0.7212149504523809,33390,0.17209011904765475
720,0.998,horizon,24,3,-0.7497018897122534,1.007569519448113,0.9703345124623796,5437,2215.333333333334,2.2153333333333336,-0.7355676733333334,33390,0.15356197949134914
720,0.998,horizon,24,5,-0.8864099808260579,0.9960707872773767,0.9801913234233329,9084,2354.4,2.3544,-0.6879192721666666,33390,-0.08080649178145399
720,0.998,horizon,24,10,-0.8828593740462078,0.9952425045771455,0.9800860831893995,15071,2462.843650793651,2.4628436507936513,-0.6486660249444444,33390,-0.09781605398479999
720,0.998,horizon,72,3,-0.9403983383478496,0.9877637212192119,0.9694651521090506,3187,1040.6666666666667,1.0406666666666666,-0.5510598666666666,33390,-0.30799095524184067
720,0.998,horizon,72,5,-0.8630971434965786,0.9933359006997405,0.9364126211445126,6702,1103.7666666666667,1.1037666666666666,-0.594647189,33390,-0.17060117747548895
720,0.998,horizon,72,10,-0.8835418006540108,0.9894700009500826,0.933380926039538,14571,1172.3039682539684,1.1723039682539682,-0.5546248705952381,33390,-0.2722416638724282
720,0.998,horizon,168,3,-0.9009798247038202,0.9890932023189991,0.9518464621009329,1451,428.33333333333337,0.42833333333333334,-0.42197725333333336,33390,-0.28387134724724683
720,0.998,horizon,168,5,-0.9037488256988809,0.9857181937038877,0.9497676226471368,3696,475.96666666666664,0.47596666666666665,-0.49810872650000004,33390,-0.3746270501420024
720,0.998,horizon,168,10,-0.9226025606644624,0.9798350412777618,0.9523190276361235,11351,518.3936507936507,0.5183936507936507,-0.4810491669603174,33390,-0.5301738555809954
