lookback_days,vol_norm,bucket,horizon_hours,count,mean,median,std,t_stat
14,True,5.0,24,77389,0.0023668486855437,0.0006244796003331,0.0570988577289817,11.53141736759514
14,True,6.0,24,75273,0.0021323809800244,0.0001411642917081,0.0681966385653001,8.578699276657773
14,True,7.0,24,81327,0.001972737708586,0.0003931676204622,0.0612166945297157,9.190028255088658
14,True,8.0,24,77169,0.0040556228075863,0.0004189155939957,0.0681976076698638,16.519992766171573
14,True,9.0,24,89389,0.0053246582165427,-0.0004530675337134,0.0811138168701395,19.626322804910824
14,True,0.0,72,59323,0.0018392533339746,-0.0006413339746673,0.0902404486553265,4.9642295888061945
14,True,1.0,72,81743,0.0036603047110251,0.0007007708479327,0.0983390800870809,10.641831684431232
14,True,2.0,72,76370,0.0058612030996069,0.000771434428926,0.1097738441114498,14.75534244370949
14,True,3.0,72,79894,0.007457119458396,0.0004487826826379,0.1409934606999804,14.949587602074464
14,True,4.0,72,80776,0.006092182105665,0.0005513620192795,0.101252227547779,17.100525709861387
14,True,5.0,72,77197,0.0062601426946569,-8.590327291468913e-05,0.104794610589564,16.597607728070773
14,True,6.0,72,75129,0.0059287023761526,-7.065797449612443e-05,0.1040524991726506,15.617479245792854
14,True,7.0,72,81135,0.0079498463719375,0.0003325450783329,0.1096644028435953,20.648912231132897
14,True,8.0,72,76977,0.0111585145283294,-0.000940832113736,0.1232429080506297,25.120306643615155
14,True,9.0,72,89197,0.0137348399936686,-0.0006790542626088,0.1404981590636943,29.196318625762963
14,True,0.0,168,59035,0.003832999967521,-0.0020779049166256,0.1373066449590977,6.78269118149886
14,True,1.0,168,81359,0.0145689393805109,-0.0002519843769686,0.1853698626977423,22.41772869809684
14,True,2.0,168,75986,0.0157029818088276,0.0007267802701262,0.1972052505067252,21.94979384028695
14,True,3.0,168,79606,0.0177220409335443,-0.0003822634996662,0.1898098211485915,26.343165268922185
14,True,4.0,168,80392,0.0162595841983148,0.0,0.177401379951423,25.98716226375283
14,True,5.0,168,76813,0.0193258273810866,0.0009111128976069,0.1937785261520651,27.64074925755718
14,True,6.0,168,74841,0.0159493098750128,-0.0009452139455411,0.1754357580038504,24.87101841977463
14,True,7.0,168,80751,0.0174643985587837,0.0020267987839206,0.1780576851288483,27.871918640575256
14,True,8.0,168,76593,0.0252378687370502,-0.0006808278867102,0.2014373268571098,34.67426530845934
14,True,9.0,168,88813,0.027494541379865,-0.0023643949930459,0.2198919051289867,37.26280192943894
7,True,0.0,1,59536,3.175509825873723e-05,0.00013024915715764696,0.011634545186760731,0.6659687895620384
7,True,1.0,1,82027,8.744693599142036e-05,0.0001731901627988197,0.011916971586367273,2.101634104151716
7,True,2.0,1,76654,7.785901847442913e-05,0.00016694507568326689,0.01160842077923286,1.8569627574269063
7,True,3.0,1,80107,7.884318853949762e-05,0.00013009822415921413,0.011778416202051955,1.894578117597585
7,True,4.0,1,81060,0.00011122858128874446,0.0001027643656604793,0.012118831558662179,2.613117559937741
7,True,5.0,1,77481,9.963271018333518e-05,8.259002312516195e-05,0.011913177390153682,2.3279408652210196
7,True,6.0,1,75340,0.00013590317333507951,0.00010885162644502788,0.012737949281249024,2.928484233703639
7,True,7.0,1,81421,-1.190223754568801e-05,0.0,0.012591454912591078,-0.26972482189913133
7,True,8.0,1,77261,9.134120236341038e-05,0.0,0.014061370073039656,1.8055904468061799
7,True,9.0,1,89481,0.0003400122633835919,-5.5149897421280514e-05,0.017106707620760477,5.945570908534934
7,True,0.0,4,59527,5.864929042632893e-05,0.0003714969003227875,0.02295091528183415,0.6234760139487595
7,True,1.0,4,82015,0.00020787032277509994,0.0003544685187648611,0.02299896263748166,2.5883969971378726
7,True,2.0,4,76642,0.00032113239576427385,0.00040430478000574865,0.022882113340051403,3.885271760672395
7,True,3.0,4,80098,0.0002791189608963141,0.0003407034340822124,0.022822896541119436,3.461221670703207
7,True,4.0,4,81048,0.00035833925578080853,0.00034240712318334143,0.023351850118016233,4.368619742198738
7,True,5.0,4,77469,0.00033302083982703366,0.00022441651705551457,0.022993948688053285,4.031083820822788
7,True,6.0,4,75331,0.00037536014829540486,0.0001386513842029924,0.024416428242030424,4.2194213383666215
7,True,7.0,4,81409,0.0001386292753915099,0.0,0.02429863192383309,1.6278310975983379
7,True,8.0,4,77249,0.000510739860540514,0.0,0.026934611504763624,5.2703016219018615
7,True,9.0,4,89469,0.0013395461869345829,-0.0003147198992896616,0.03335792419899061,12.011436968534687
7,True,0.0,8,59515,-1.921492088982039e-05,0.0002572163475278444,0.03183218001992788,-0.14726021747985588
7,True,1.0,8,81999,0.00034899175519941786,0.00037119524870088405,0.03185888288479762,3.1368149681692827
7,True,2.0,8,76626,0.0006427890809776541,0.0004979936453316514,0.03189974696869102,5.577882099030062
7,True,3.0,8,80086,0.0006070920220575778,0.0004948576225312085,0.03183866456012858,5.396075079891155
7,True,4.0,8,81032,0.0006464058839305257,0.0003700449637409342,0.032465520305894335,5.667756877203722
7,True,5.0,8,77453,0.0006845625189035564,0.00022436616558207945,0.03197991975102909,5.95737405115699
7,True,6.0,8,75319,0.0007498575434645112,0.00010402881840176903,0.03381753930486042,6.085398652203318
7,True,7.0,8,81393,0.0003290615687576587,-0.00011516756881257972,0.033568722893804206,2.796635542624847
7,True,8.0,8,77233,0.0010016402586293218,-0.00020546537908372464,0.037544961381652545,7.414153308954796
7,True,9.0,8,89453,0.002599141583823384,-0.0003200682812333211,0.0476101152011676,16.32781835823748
7,True,0.0,24,59467,-0.000284302882586756,0.0002424098773945449,0.05503107085485847,-1.259828167196542
7,True,1.0,24,81935,0.0014714256126047431,0.0007428730615655077,0.06284027447945253,6.702471362970416
7,True,2.0,24,76562,0.001878621632305649,0.0010291296329094646,0.06062670769126709,8.57397018856541
7,True,3.0,24,80038,0.002074267485609159,0.0007317288555942492,0.06563509965959613,8.940807094770417
7,True,4.0,24,80968,0.002512588945642995,0.0010125085066924333,0.05792395441465754,12.342977791278113
7,True,5.0,24,77389,0.002096694355131305,0.0009732360097323145,0.05643690129931455,10.335026221601156
7,True,6.0,24,75271,0.0022239176007101944,0.0005443799253421755,0.059159592456705906,10.313530597528734
7,True,7.0,24,81329,0.0014771480304440272,-0.0001173433466321594,0.05839682993470624,7.2136898126122055
7,True,8.0,24,77169,0.0035412888109409655,-0.00014869335712430765,0.07511300737780953,13.096873501503907
7,True,9.0,24,89389,0.006509287318478444,0.0,0.08375337544409842,23.236631029758442
7,True,0.0,72,59323,0.0002758001821375814,-0.0017798947104537,0.09378821260890628,0.7162387970994257
7,True,1.0,72,81743,0.004858859378612878,0.0006506180871828082,0.10597919904669595,13.108076988962393
7,True,2.0,72,76370,0.006794887103931702,0.0004115694138114856,0.10840789232062673,17.321389984929738
7,True,3.0,72,79894,0.007173852611326471,0.0008798374320538871,0.13616579636389,14.8916047927761
7,True,4.0,72,80776,0.006906066951687403,0.0013488800679224422,0.1072697417800692,18.297624918781178
7,True,5.0,72,77197,0.005789032825557688,0.0006380659227909202,0.09987486200309674,16.104603303600662
