bucket,horizon_hours,count,mean,median,std,t_stat
-10..-5,1,8459,0.0005795275769792705,0.0002548257628847139,0.01932352804289872,2.7583361902317334
-2..2,1,601657,4.555082169252063e-05,3.918802413993561e-05,0.011511712335215729,3.0692394665104765
-20..-10,1,3653,-0.00014400882878240357,-0.00016233766233764158,0.024872722511840223,-0.3499376166810545
-5..-2,1,30136,0.00026970566597899365,0.0,0.01466240411079517,3.1932115309515443
10..20,1,23073,0.0005397430461574773,0.00034171326248344513,0.019246840866457587,4.25970607451802
2..5,1,67712,0.000308739225683478,0.00011675105894559668,0.015008574206583155,5.352851492130381
5..10,1,40278,0.0002819699916863939,0.00018485819449243213,0.017057153896908272,3.317647745060223
<-20,1,808,0.0005158646466471797,-0.0010867051660557459,0.03266913440492274,0.44885267572539883
>20,1,4592,-4.523437909287271e-05,-7.10689795015429e-05,0.02394455965842001,-0.12801554760560202
-10..-5,4,8456,0.0023696186787522224,0.0004614462911949335,0.03781981828291178,5.7615789044745656
-2..2,4,601552,0.00017175550287759007,0.0001230163779304405,0.02239991645168711,5.947039859951165
-20..-10,4,3653,-0.0002905893727466,-0.00031918289179699855,0.048205127355112086,-0.3643437542377894
-5..-2,4,30133,0.0010496676828937576,0.0006785181164337128,0.028325161039696754,6.432808522623716
10..20,4,23073,0.0022419759041557626,0.0007641542202152518,0.03683787843825896,9.244605080040328
2..5,4,67712,0.0011381926617167728,0.00045965857589935766,0.02977135982256176,9.948324213042245
5..10,4,40278,0.0009644928609761622,0.0004924447600314075,0.031524679115892976,6.1401968079161495
<-20,4,808,0.00224064138275314,-0.002660690682112332,0.06366244160923297,1.0004485112619557
>20,4,4592,-0.0004721187244980058,-0.0013928057701356744,0.044245365540256335,-0.7230767167809514
-10..-5,8,8452,0.005034286804702513,0.0011638819851363946,0.05242083567942936,8.829045560363133
-2..2,8,601412,0.0003342411620392473,2.5956186363473854e-05,0.03111527313202831,8.330524761239237
-20..-10,8,3653,-0.0006550843607636346,-0.0007627765064835978,0.06389752103183008,-0.6196380205157375
-5..-2,8,30129,0.001998000454605448,0.0013834093354512245,0.03884282083738576,8.928472796912748
10..20,8,23073,0.004508945693310753,0.0013177273079605367,0.05239918292373438,13.070810631516107
2..5,8,67712,0.0019548272975580586,0.0003224942224914207,0.04302756724863653,11.82209442380244
5..10,8,40278,0.00205642324461308,0.0005227382173569328,0.044166945792519716,9.344349739482123
<-20,8,808,0.003752335951901607,-0.0031922098527727982,0.08527639699107889,1.2507731566884759
>20,8,4592,5.204456857473254e-05,-0.002789924834250168,0.06148434800813013,0.05736034838775699
-10..-5,24,8436,0.010080041535382224,0.002429155854424936,0.0866521411514198,10.684428784857687
-2..2,24,600860,0.0010688271952035372,0.0001543764334562825,0.05821772296165549,14.231114964337403
-20..-10,24,3653,-0.001505339720684785,0.0023439427584504013,0.10215441992390481,-0.8906399986044954
-5..-2,24,30105,0.006689079845181834,0.004138081237068603,0.06633590721176416,17.49592961264657
10..20,24,23073,0.014141650792447532,0.004586114516641704,0.1060344139540968,20.258407436432265
2..5,24,67712,0.005872762295933901,0.0012574919703702836,0.07650311207500873,19.97543020997936
5..10,24,40278,0.006692151109412677,0.0019440535999432074,0.07991345003874929,16.80659780077516
<-20,24,808,0.01970383532559445,-0.0029048794380102105,0.13654765066863173,4.101778621561732
>20,24,4592,-0.002322802342464446,-0.012757709335104228,0.10199756515469002,-1.5432041780722838
-10..-5,72,8396,0.00972968792228252,-0.0008662426977797955,0.1427318545569658,6.246175992956824
-2..2,72,599204,0.002988174039453009,-0.0013497705417407357,0.10361712217166384,22.32347057145691
-20..-10,72,3653,0.006125565601843513,0.0008243202910702685,0.18183987566630647,2.0360193710931855
-5..-2,72,30025,0.015559004719603775,0.008365019011406849,0.09796652838161167,27.5198208419158
10..20,72,23073,0.04613145620608189,0.018391941721377814,0.18927934117585848,37.02081551115146
2..5,72,67712,0.01904130942011885,0.006170269566918796,0.13001707169401663,38.10914899452051
5..10,72,40278,0.02308746133476251,0.005243248390666477,0.14350449279144845,32.28825926881643
<-20,72,808,0.05169818700870264,0.0005558569917804013,0.20006576177981744,7.345277731474415
>20,72,4592,-0.018639730931860752,-0.052365253509592924,0.2410831579091162,-5.239305312682966
-10..-5,168,8396,0.047592659652148935,0.007768517978749667,0.20053248018621778,21.74660495352212
-2..2,168,595740,0.007504952098016446,-0.0028790253447157355,0.16430623053990456,35.25512613534253
-20..-10,168,3653,0.08188480454556246,0.008982412060301481,0.2704613300529921,18.29881529148315
-5..-2,168,29937,0.03186720595875953,0.012168119526839716,0.15105102976956872,36.50265346788087
10..20,168,23073,0.10206447307804753,0.03147874807964568,0.35493008335478266,43.68011969403902
2..5,168,67712,0.044353109727263224,0.011801220863716266,0.23601955943216593,48.90000464688242
5..10,168,40278,0.05672941357053309,0.004731514105901113,0.24821808209325913,45.86789686406293
<-20,168,808,0.13242161785831214,0.06682598401253548,0.26281303356049623,14.322461739646291
>20,168,4592,-0.019118498969840875,-0.09667659487387281,0.3200417293306843,-4.048071020128788
