form,x,exit_frac,m_events,k_max,filter,total_return,profit_factor,max_drawdown,n_trades,turnover,total_funding,sharpe,stress_total_return,eligible,phase
abs,12.0,0.25,1,10,none,1.1936801692541157,1.0443138380743282,0.8367746510644347,2810,630.8214285714286,-1.2876119962261905,0.6581736463230439,,False,preregistered
abs,12.0,0.25,1,10,trend72,-0.1170876992390748,1.0324114049849686,0.8789760983398529,6664,1465.2706349206348,-0.7357132297619047,0.3166403118243051,,False,preregistered
abs,12.0,0.25,3,3,none,0.386933979475875,1.034649891633994,0.9275675129760468,932,396.33333333333337,-1.244074328333333,0.5129835083232487,,False,preregistered
abs,12.0,0.25,3,3,trend72,-0.8542280604643513,0.9657853121232084,0.9450143153370698,2781,1272.0,-0.6681657183333334,-0.3945230686012603,,False,preregistered
abs,12.0,0.25,3,5,none,0.8087993232636153,1.0399034210664306,0.8895132774449521,1178,356.43333333333334,-1.197657522,0.5902568154296725,,False,preregistered
abs,12.0,0.25,3,5,trend72,-0.8294571098180001,0.9700029655293524,0.9352408561856153,3972,1254.8666666666666,-0.6576457206666666,-0.3441730143562204,,False,preregistered
abs,12.0,0.25,3,10,none,0.7065164224055356,1.038480215163322,0.8887138414763803,1431,294.834126984127,-1.1702228557777778,0.5674287113925996,,False,preregistered
abs,12.0,0.25,3,10,trend72,-0.8260563864896436,0.9702501261038048,0.9340102025608013,6582,1256.3531746031747,-0.6491860306190476,-0.3412432018129172,,False,preregistered
abs,12.0,0.25,6,3,none,1.5025083624121658,1.0499594981897429,0.8466398481256654,489,207.33333333333331,-1.2247790716666669,0.7025288090174092,,False,preregistered
abs,12.0,0.25,6,3,trend72,-0.3820223058215758,1.0146105835258024,0.8719621347526391,2357,1158.3333333333337,-0.6547583000000001,0.1640971837361286,,False,preregistered
abs,12.0,0.25,6,5,none,2.2720068818277164,1.0560232432358962,0.7625128951988638,638,188.4,-1.196231791,0.7859387974792574,,False,preregistered
abs,12.0,0.25,6,5,trend72,-0.3704199666237516,1.0148663268888898,0.8614122434834293,3329,1152.7333333333331,-0.6459819405,0.1663244933517572,,False,preregistered
abs,12.0,0.25,6,10,none,1.6558889253356115,1.0511373156259585,0.7783873599918567,834,158.91666666666666,-1.1714908608412695,0.717109520601864,,False,preregistered
abs,12.0,0.25,6,10,trend72,-0.3539974899888529,1.015616784498279,0.8570898319594544,5369,1156.8261904761905,-0.6380043528333335,0.1745893659407587,,False,preregistered
abs,12.0,0.5,1,3,none,2.1910758889531623,1.0572374469527577,0.6352730640229084,1761,870.0,-1.2981605933333331,0.7789894962355253,,False,preregistered
abs,12.0,0.5,1,3,trend72,-0.0719730310056977,1.0361410853076671,0.8281803719860458,2598,1294.6666666666663,-0.6878356116666666,0.3172662292231345,,False,preregistered
abs,12.0,0.5,1,5,none,1.9711205139003651,1.0556072175212716,0.6216236374489519,2134,800.8333333333334,-1.2648232428333332,0.7544497207920315,,False,preregistered
abs,12.0,0.5,1,5,trend72,-0.0980937166062411,1.0347934290045484,0.8343175770140634,3534,1274.1666666666663,-0.684484699,0.3037348596521793,,False,preregistered
abs,12.0,0.5,1,10,none,1.9780637367155087,1.0559173850487955,0.6326678312450047,2809,738.1198412698412,-1.2416714768055557,0.755638387079196,,False,preregistered
abs,12.0,0.5,1,10,trend72,-0.1203960940196131,1.033631099331486,0.8376844005970272,4950,1268.4587301587303,-0.6809733610476191,0.293156149019281,,False,preregistered
abs,12.0,0.5,3,3,none,-0.2187791139556322,1.021380325206941,0.9419952716830988,879,403.33333333333337,-1.15568437,0.2846463389293452,,False,preregistered
abs,12.0,0.5,3,3,trend72,-0.7449012300739796,0.9762983748320057,0.9023087400651038,2295,1036.3333333333333,-0.6181048916666667,-0.2345155685311276,,False,preregistered
abs,12.0,0.5,3,5,none,0.0555416346948318,1.0284378326432055,0.9126854412666195,1098,371.4333333333333,-1.1139184091666667,0.3771774752311778,,False,preregistered
abs,12.0,0.5,3,5,trend72,-0.7330236297823809,0.977222359560005,0.8966762592378985,3345,1041.7666666666669,-0.6103733366666666,-0.2245784522071105,,False,preregistered
abs,12.0,0.5,3,10,none,-0.0931614029691572,1.023668504110842,0.9167454463532876,1499,331.7690476190476,-1.092183189154762,0.3134548363555717,,False,preregistered
abs,12.0,0.5,3,10,trend72,-0.7273761824740503,0.9777395823334843,0.8945988212370956,5240,1055.4611111111112,-0.6052999554761904,-0.2191385712737488,,False,preregistered
abs,12.0,0.5,6,3,none,1.8430059832791708,1.0619466911181286,0.8440194030391721,469,215.33333333333331,-1.10787953,0.7385675286272622,,False,preregistered
abs,12.0,0.5,6,3,trend72,0.6681227664694549,1.0572167592165005,0.8456236498926604,1884,880.6666666666666,-0.5677640433333333,0.527601738910845,,False,preregistered
abs,12.0,0.5,6,5,none,3.170586338775683,1.0736016907434085,0.7516855672415714,611,203.8,-1.0831760366666665,0.8710302599554026,,False,preregistered
abs,12.0,0.5,6,5,trend72,0.7657119714652614,1.0600960781023203,0.8287506433611321,2804,887.9333333333333,-0.55946533,0.5497326316258683,,False,preregistered
abs,12.0,0.5,6,10,none,2.605529889585826,1.0696287302721017,0.7472722044597995,795,178.65238095238095,-1.0607809308571428,0.821097887883788,,False,preregistered
abs,12.0,0.5,6,10,trend72,0.857151147412974,1.0624324370266487,0.8175812630942517,4646,898.4222222222222,-0.5535981156587302,0.5701653989649703,,False,preregistered
abs,12.0,1.0,1,3,none,3.8867702451155983,1.080058925007744,0.6094508989559326,1704,959.3333333333331,-1.1190392833333334,0.929600103524328,,False,preregistered
abs,12.0,1.0,1,3,trend72,0.5548269925091085,1.0695399799697745,0.8134680902693175,1957,1072.3333333333333,-0.5488953516666666,0.4909446334365543,,False,preregistered
abs,12.0,1.0,1,5,none,3.500992468696631,1.078071203069522,0.6392700950303485,2098,942.2666666666668,-1.091999150833333,0.9038671370724092,,False,preregistered
abs,12.0,1.0,1,5,trend72,0.5050689886938278,1.0680392774728338,0.8194721258188307,2664,1065.1,-0.5462131066666666,0.4777661998872087,,False,preregistered
abs,12.0,1.0,1,10,none,3.229111256954924,1.0766025705127782,0.6564143614079151,2668,918.3230158730158,-1.073982930468254,0.8836411766930846,,False,preregistered
abs,12.0,1.0,1,10,trend72,0.4629640118163483,1.0666179593272196,0.8277456012423492,3524,1066.892857142857,-0.5439725019960318,0.4668140296164769,,False,preregistered
abs,12.0,1.0,3,3,none,-0.4159040660560613,1.012963053348264,0.858661742122188,871,469.0,-1.018231288333333,0.1473434632945612,,False,preregistered
abs,12.0,1.0,3,3,trend72,-0.729492270447426,0.9699504046542116,0.8842893631262998,1582,794.3333333333334,-0.4859081799999999,-0.2414556357243067,,False,preregistered
abs,12.0,1.0,3,5,none,-0.1940877681968875,1.022562331242141,0.7918329253066416,1091,460.6666666666667,-0.9932747281666668,0.2554379843106008,,False,preregistered
abs,12.0,1.0,3,5,trend72,-0.7215479505974055,0.9707040159313496,0.878062388106783,2281,809.7666666666668,-0.4812891428333333,-0.2344010095402509,,False,preregistered
abs,12.0,1.0,3,10,none,-0.2592757616100731,1.0190615505041567,0.8087354556491212,1472,454.6,-0.9779234070833334,0.2155564459064038,,False,preregistered
abs,12.0,1.0,3,10,trend72,-0.7303142788674009,0.968824343092934,0.8789105870323846,3277,822.7269841269841,-0.4790199071031745,-0.2495301754253941,,False,preregistered
abs,12.0,1.0,6,3,none,-0.5426595600090816,1.005503753886193,0.830613552025656,484,253.66666666666669,-0.96264253,0.0557615629847315,,False,preregistered
abs,12.0,1.0,6,3,trend72,-0.3586811392815555,1.0100808364108644,0.8294924762258338,1359,648.3333333333334,-0.4463076449999999,0.0773635135637222,,False,preregistered
abs,12.0,1.0,6,5,none,-0.3578275445562817,1.016660630566266,0.7219742756681298,646,252.76666666666665,-0.944835581,0.1676699917252595,,False,preregistered
abs,12.0,1.0,6,5,trend72,-0.342710047424142,1.010938561056394,0.8216203567313641,2027,667.4333333333334,-0.4405064983333333,0.0834318937112032,,False,preregistered
abs,12.0,1.0,6,10,none,-0.42319806395256,1.0117782664779236,0.7492804125099077,1008,254.3492063492064,-0.9301771036428572,0.1182180912031538,,False,preregistered
abs,12.0,1.0,6,10,trend72,-0.3524434895878495,1.0096843975784346,0.8189036259462661,3150,679.6825396825398,-0.4375150058928571,0.0738973735434305,,False,preregistered
abs,20.0,0.25,1,3,none,0.6889321797619816,1.0481140617281428,0.7132573116734341,855,408.3333333333333,-1.0594892066666666,0.5414363255659591,,False,preregistered
abs,20.0,0.25,1,3,trend72,0.2208697546700968,1.046858535712491,0.7573859527091756,1414,708.6666666666667,-0.5130306233333333,0.3737392725759076,,False,preregistered
abs,20.0,0.25,1,5,none,1.0457955578846103,1.054943184741264,0.6405729699966086,1048,380.2,-1.0377597225,0.6140738392325049,,False,preregistered
abs,20.0,0.25,1,5,trend72,0.2442677989919741,1.047954387590708,0.7470350338905358,1964,709.2000000000002,-0.5111354215,0.381245440224902,,False,preregistered
abs,20.0,0.25,1,10,none,0.8268376201988572,1.0508069803933475,0.6892322233363533,1248,335.2126984126984,-1.0231522385357144,0.5683048678125141,,False,preregistered
abs,20.0,0.25,1,10,trend72,0.2627585345571399,1.04878421325231,0.7448429499680971,2525,701.9111111111112,-0.5102036515753968,0.3874453525342728,,False,preregistered
abs,20.0,0.25,3,3,none,-0.3121116418590314,1.0216072931085969,0.8524818669288223,420,193.0,-0.9266845183333332,0.2154509018245896,,False,preregistered
abs,20.0,0.25,3,3,trend72,-0.6034890332133427,0.98275770150372,0.8201005803340703,1056,511.6666666666667,-0.4124315216666666,-0.1291868986481015,,False,preregistered
abs,20.0,0.25,3,5,none,-0.179664624457288,1.0273612242475845,0.8110712175128052,478,167.83333333333334,-0.9137740608333332,0.2708132783602086,,False,preregistered
abs,20.0,0.25,3,5,trend72,-0.4901049321063148,0.9971457019696428,0.788077142622445,1599,516.3333333333334,-0.4091850299999999,-0.0211382740565124,,False,preregistered
abs,20.0,0.25,3,10,none,-0.1473050712820796,1.0284587183598588,0.8035780505172975,610,141.4738095238095,-0.8989289809166667,0.2799952536860368,,False,preregistered
abs,20.0,0.25,3,10,trend72,-0.4814833169443739,0.997967054607457,0.7834887034903351,2480,519.0619047619048,-0.4082012102301586,-0.0150544526452426,,False,preregistered
abs,20.0,0.25,6,3,none,0.7946506833757503,1.070871448999813,0.7060769905562406,197,89.66666666666666,-0.7833089066666666,0.5573189611817745,,False,preregistered
abs,20.0,0.25,6,3,trend72,0.2228982969685495,1.055007529233668,0.6820281742907072,771,378.0,-0.3246272799999999,0.3504344549528808,,False,preregistered
abs,20.0,0.25,6,5,none,1.2835122625037196,1.084174600974634,0.6439325752253702,214,73.76666666666667,-0.7764429236666667,0.6568398042636686,,False,preregistered
abs,20.0,0.25,6,5,trend72,0.2618332899942706,1.0575463247313512,0.6669775248533159,1067,373.4333333333334,-0.3222921961666666,0.3659987645978899,,False,preregistered
abs,20.0,0.25,6,10,none,1.526179099405958,1.0904840669604592,0.6105153626442548,290,64.95714285714286,-0.7671703420238095,0.7000408645744505,,False,preregistered
abs,20.0,0.25,6,10,trend72,0.285594816244658,1.0591193842687694,0.657760381170483,1646,376.4587301587302,-0.3205943166785714,0.3755285321735184,,False,preregistered
abs,20.0,0.5,1,3,none,0.7836588157002109,1.0613373691647443,0.5036311417009975,763,406.33333333333326,-0.8826841566666668,0.5530820838792321,,False,preregistered
abs,20.0,0.5,1,3,trend72,0.3497498519567696,1.0651733849651592,0.6512943845535926,1005,536.3333333333333,-0.4090658083333333,0.4087630738428225,,False,preregistered
abs,20.0,0.5,1,5,none,0.6795686474906522,1.0584013191700474,0.5910694922355401,926,388.1666666666666,-0.8645279018333334,0.525759780613204,,False,preregistered
abs,20.0,0.5,1,5,trend72,0.3079839795775174,1.0626168252982644,0.653909138423988,1377,535.3666666666667,-0.4078680186666666,0.3922523394594047,,False,preregistered
abs,20.0,0.5,1,10,none,0.6379455412574895,1.057120197372411,0.5554789954422614,1178,360.4309523809524,-0.8515278728769842,0.5134485775030714,,False,preregistered
abs,20.0,0.5,1,10,trend72,0.3352344007017276,1.0643725454337625,0.6508305032596311,1829,530.1460317460317,-0.4074216564444444,0.4023247878687742,,False,preregistered
abs,20.0,0.5,3,3,none,-0.2940058469453968,1.0231846810229146,0.6803528858955368,360,190.3333333333333,-0.7947536616666666,0.1894334440081371,,False,preregistered
abs,20.0,0.5,3,3,trend72,-0.555194764580452,0.979427220888893,0.7551807602983504,751,390.6666666666667,-0.3272613033333333,-0.1288697045136067,,False,preregistered
abs,20.0,0.5,3,5,none,-0.2466644555588658,1.0253452992245646,0.6607809961471428,455,182.2,-0.7861564536666668,0.20587038739463,,False,preregistered
abs,20.0,0.5,3,5,trend72,-0.4919463488957659,0.989016310633518,0.7405446199314852,1083,399.7000000000001,-0.3255945521666668,-0.068184724811776,,False,preregistered
abs,20.0,0.5,3,10,none,-0.2688005884839245,1.023267667272223,0.6788604840211125,603,168.08968253968254,-0.7765386624285715,0.1877425398991333,,False,preregistered
abs,20.0,0.5,3,10,trend72,-0.5036357282512911,0.9870224384998828,0.7445305969136594,1571,402.5690476190477,-0.3253111923571429,-0.0805431288871903,,False,preregistered
abs,20.0,0.5,6,3,none,-0.1760484717544445,1.0306443486243475,0.7609033449022127,185,88.66666666666666,-0.7328535566666666,0.2171238159063918,,False,preregistered
abs,20.0,0.5,6,3,trend72,-0.1727732058354962,1.020461884298853,0.6466819199307816,602,315.3333333333333,-0.26640623,0.1135261268791721,,False,preregistered
abs,20.0,0.5,6,5,none,-0.0163441527081281,1.0406441650672031,0.7253715716294342,210,79.6,-0.7286725526666666,0.2855014453896702,,False,preregistered
abs,20.0,0.5,6,5,trend72,-0.200576223852957,1.0162893476915913,0.6585569087674046,854,319.83333333333337,-0.2651981746666667,0.0905275644000457,,False,preregistered
abs,20.0,0.5,6,10,none,-0.0012871684277483,1.0413965591909646,0.7211677884258829,309,77.70476190476191,-0.7213236415396826,0.2892445152503296,,False,preregistered
abs,20.0,0.5,6,10,trend72,-0.1923038278347766,1.016950638537864,0.6550236732637508,1289,321.6857142857143,-0.2640060560833333,0.094130490469161,,False,preregistered
abs,20.0,1.0,1,3,none,0.0833222145006071,1.043895865644746,0.7436403705618885,727,433.3333333333333,-0.7485830316666666,0.3314183970826084,,False,preregistered
abs,20.0,1.0,1,3,trend72,1.7522005504895724,1.1625076477299872,0.4716223608324473,702,418.3333333333333,-0.3091444866666666,0.7884936947293509,1.2317057209347193,True,preregistered
abs,20.0,1.0,1,5,none,0.1797787386524452,1.0487474203245464,0.7189081872950163,919,434.2666666666667,-0.7323431495,0.3652489645392787,,False,preregistered
abs,20.0,1.0,1,5,trend72,1.7305944373672617,1.1622355644283735,0.4716223608324477,970,420.4,-0.3076085851666666,0.7847980296532792,1.2119107699457516,True,preregistered
abs,20.0,1.0,1,10,none,0.1426997739069886,1.0468010608781535,0.7222918248478717,1201,430.4690476190476,-0.7243038301230159,0.3490946778512959,,False,preregistered
abs,20.0,1.0,1,10,trend72,1.719796891405617,1.161935381527839,0.4716223608324476,1134,417.8365079365079,-0.3072649862777777,0.7827402160222138,1.2060594264500757,True,preregistered
abs,20.0,1.0,3,3,none,-0.4334019763857506,1.0057819062725994,0.8150978303272723,336,191.0,-0.6555146433333333,0.0366496256398841,,False,preregistered
abs,20.0,1.0,3,3,trend72,-0.2527197537879946,1.010297688315322,0.624240733621976,504,270.0,-0.2346209016666667,0.0475837488806666,,False,preregistered
abs,20.0,1.0,3,5,none,-0.4452979261032195,1.0027382139514636,0.818979924548228,445,193.13333333333333,-0.6494713775000001,0.0173044828288841,,False,preregistered
abs,20.0,1.0,3,5,trend72,-0.2413573986445263,1.011973461013561,0.6305286470756961,686,277.1,-0.234426591,0.0551451938627848,,False,preregistered
abs,20.0,1.0,3,10,none,-0.4913339529307327,0.9958359286218372,0.8340032054083006,668,194.01904761904763,-0.643797639781746,-0.0262629815929106,,False,preregistered
abs,20.0,1.0,3,10,trend72,-0.2276942934765956,1.0142394395306782,0.6305286470756961,894,278.3857142857144,-0.2342150316666666,0.0654439532348688,,False,preregistered
abs,20.0,1.0,6,3,none,0.0882686259293625,1.055906526922458,0.5911904035224971,176,96.33333333333331,-0.6084109416666668,0.3066259075583639,,False,preregistered
abs,20.0,1.0,6,3,trend72,-0.1644821638461792,1.0172130916337685,0.5775402947476072,343,187.0,-0.1827399466666666,0.0727081628832937,,False,preregistered
abs,20.0,1.0,6,5,none,0.2289711150214,1.0666350134784583,0.5701643810244539,230,93.73333333333332,-0.6058302708333334,0.3626763890506859,,False,preregistered
abs,20.0,1.0,6,5,trend72,-0.1743617558557135,1.0152477059645442,0.5775402947476072,513,190.76666666666665,-0.1819431541666666,0.0644438627562315,,False,preregistered
abs,20.0,1.0,6,10,none,0.2212276427052568,1.0660514848437654,0.5562757196063143,360,98.54920634920636,-0.6017120702063492,0.3582704774585502,,False,preregistered
abs,20.0,1.0,6,10,trend72,-0.1894936839828779,1.0122212005268825,0.5775402947476072,648,194.2555555555556,-0.1819996131666666,0.0517314478219789,,False,preregistered
pct,0.9,,1,3,none,-0.826472463277154,1.004101867145728,0.98000234394872,6343,2721.6666666666665,-1.3984526783333333,0.0925287215025941,,False,preregistered
pct,0.9,,1,3,trend72,-0.4412240363027206,1.012588935168377,0.8234699451799556,7636,3897.0,-0.7547491716666667,0.2204217982054371,,False,preregistered
pct,0.9,,1,5,none,-0.8690263566343699,0.9995638381570576,0.9830944094043232,8122,2556.866666666667,-1.2957038543333337,-0.0098968678041399,,False,preregistered
pct,0.9,,1,5,trend72,-0.573657334681136,1.0072729318342788,0.8641559991392087,9562,3898.366666666667,-0.7407418001666667,0.127679074245414,,False,preregistered
pct,0.9,,1,10,none,-0.8299580187715703,1.0018532772406905,0.9782081489242324,10468,2411.752380952381,-1.2177080362936508,0.0418921520838818,,False,preregistered
pct,0.9,,1,10,trend72,-0.6003485528628731,1.0060201178453207,0.8716787068630603,11276,3892.140476190476,-0.7364441819801587,0.1057808415071276,,False,preregistered
pct,0.9,,3,3,none,-0.2787623782604462,1.0201510621639092,0.9379621207264308,3332,1381.3333333333333,-1.3594202566666669,0.4318645555237186,,False,preregistered
pct,0.9,,3,3,trend72,-0.908400141413797,0.9865870587680928,0.972295291287341,6986,3371.0,-0.7553555550000001,-0.2163545565239216,,False,preregistered
pct,0.9,,3,5,none,-0.4891869205613335,1.015114563944188,0.9268273181984644,4405,1287.8666666666668,-1.2549874885,0.3254699755124903,,False,preregistered
pct,0.9,,3,5,trend72,-0.9267417035991612,0.9820734141381392,0.9766230044190142,9292,3393.0333333333333,-0.7349743719999999,-0.2891849000166529,,False,preregistered
pct,0.9,,3,10,none,-0.5895295547216686,1.0120165543398725,0.942966094252377,6294,1218.1404761904762,-1.173209907,0.258123224128865,,False,preregistered
pct,0.9,,3,10,trend72,-0.9342303283139884,0.9800681400530706,0.9782507430719872,12309,3403.8253968253966,-0.7279886028373015,-0.3215781613467156,,False,preregistered
pct,0.9,,6,3,none,-0.7217287856702566,1.0065807552717678,0.9572681990782904,2233,926.3333333333334,-1.293792243333333,0.1466067705668434,,False,preregistered
pct,0.9,,6,3,trend72,-0.847643692241808,0.990943086454494,0.9472251347266556,6837,3130.0,-0.7035352483333333,-0.159678650257877,,False,preregistered
pct,0.9,,6,5,none,-0.6669871828817351,1.0075030862238004,0.9383582928805811,3068,874.5999999999999,-1.1952278175,0.1678524731349068,,False,preregistered
pct,0.9,,6,5,trend72,-0.8600287313499441,0.9887256245032744,0.9466470755586603,9298,3133.833333333333,-0.6831237658333333,-0.199574655731717,,False,preregistered
pct,0.9,,6,10,none,-0.6599272741620066,1.0070373023453911,0.921146013636348,4658,841.2769841269842,-1.1149999000277775,0.1577357691268089,,False,preregistered
pct,0.9,,6,10,trend72,-0.8664570227493428,0.9876965332802552,0.9481583352439472,12889,3155.772222222223,-0.6751309151468253,-0.2176563043110686,,False,preregistered
pct,0.95,,1,3,none,-0.6785929770138117,1.00905485811244,0.9401575923617698,5259,2395.333333333333,-1.2757287616666666,0.1882423606301801,,False,preregistered
pct,0.95,,1,3,trend72,-0.7033597610614384,0.9979467013081328,0.8873965125827868,5127,2917.6666666666665,-0.623899435,-0.0302507165265871,,False,preregistered
pct,0.95,,1,5,none,-0.7125312716474126,1.0066885500687373,0.9374259667250896,6526,2269.633333333333,-1.1951595375,0.1396625126588016,,False,preregistered
pct,0.95,,1,5,trend72,-0.748825385058276,0.9939568154606604,0.9038304648870044,6171,2926.2000000000003,-0.618258105,-0.0891090672577342,,False,preregistered
pct,0.95,,1,10,none,-0.617750682006887,1.0099163637079107,0.9168341875939164,8382,2186.9,-1.1328698373174604,0.206605973867647,,False,preregistered
pct,0.95,,1,10,trend72,-0.7520983273124393,0.9936158126036152,0.9039601070020744,7189,2923.669841269841,-0.6155737371230159,-0.0941421550698173,,False,preregistered
pct,0.95,,3,3,none,-0.4969191814806326,1.0168884389314437,0.9369409104498504,2904,1273.0,-1.2204701066666668,0.3314220928160917,,False,preregistered
pct,0.95,,3,3,trend72,-0.6241263478343028,1.0107515875566382,0.9086047507246532,5083,2635.666666666667,-0.624972045,0.1484421277347578,,False,preregistered
pct,0.95,,3,5,none,-0.5054030879658258,1.0158256668060668,0.940882652753842,3780,1213.4,-1.1371696295,0.3111288933908975,,False,preregistered
pct,0.95,,3,5,trend72,-0.7041054816102505,1.005409225662799,0.9253650181404552,6680,2669.233333333333,-0.6127352989999999,0.0746467416987376,,False,preregistered
pct,0.95,,3,10,none,-0.5018228887159398,1.0155097174856982,0.940504127151337,5211,1158.4246031746034,-1.0683025042222225,0.3033320954051012,,False,preregistered
pct,0.95,,3,10,trend72,-0.7391896144175201,1.0026637759306356,0.934048589741581,8568,2682.116666666667,-0.6074771916269841,0.0367839357487235,,False,preregistered
pct,0.95,,6,3,none,-0.5423058743992508,1.0125055436170234,0.9417620402960074,1974,846.6666666666667,-1.1845993866666666,0.2541363560031611,,False,preregistered
pct,0.95,,6,3,trend72,-0.8283731289550568,0.9880890146481804,0.9388469911551198,5217,2520.6666666666665,-0.6030022066666666,-0.1845851863043497,,False,preregistered
pct,0.95,,6,5,none,-0.4640878463427362,1.013617638008593,0.9133736808606122,2658,799.9666666666667,-1.102443632333333,0.2776408760784754,,False,preregistered
pct,0.95,,6,5,trend72,-0.8492272394367408,0.9847143726268358,0.938875641548209,6984,2523.0,-0.589050022,-0.2374766248256615,,False,preregistered
pct,0.95,,6,10,none,-0.3901759332154384,1.0149330911331431,0.8887266201198428,3908,772.4119047619048,-1.035414479218254,0.3046433543888263,,False,preregistered
pct,0.95,,6,10,trend72,-0.8500438223856196,0.984465299702826,0.941297664364274,9504,2539.453968253968,-0.5837964246944445,-0.2410904750474131,,False,preregistered
pct,0.98,,1,3,none,-0.7153410239361331,1.0050114744687284,0.8922665937921808,3596,1751.0,-1.0864585616666669,0.091434631494856,,False,preregistered
pct,0.98,,1,3,trend72,-0.4653389022251947,1.0080126283787871,0.6735799806924611,2986,1839.0,-0.4610970616666667,0.0938082534021536,,False,preregistered
pct,0.98,,1,5,none,-0.6812070272978623,1.0059316514854002,0.8703455597202909,4404,1673.6666666666667,-1.0258738883333334,0.1084702283221477,,False,preregistered
pct,0.98,,1,5,trend72,-0.476359731543776,1.0072522548876082,0.6798764504093073,3497,1848.1,-0.4586314348333333,0.0849455969873121,,False,preregistered
pct,0.98,,1,10,none,-0.6217205451029811,1.0082126746264857,0.8294027739935619,5528,1614.0261904761903,-0.9816591549166668,0.1499889428378342,,False,preregistered
pct,0.98,,1,10,trend72,-0.4923600261854762,1.0061974240180895,0.6907486066459496,3991,1849.726984126984,-0.4575153666031746,0.0726088282925645,,False,preregistered
pct,0.98,,3,3,none,-0.8744494499730229,0.9955782760718428,0.9464741402024774,2282,1039.3333333333337,-1.107406873333333,-0.0781075691971207,,False,preregistered
pct,0.98,,3,3,trend72,-0.8126379015559655,0.9881794116362558,0.8933114888309079,3529,1893.6666666666663,-0.5198308266666667,-0.1342130646088541,,False,preregistered
pct,0.98,,3,5,none,-0.8470956465695565,0.9972256587077152,0.9316784530408304,3003,995.6,-1.0362849881666667,-0.0489548359298308,,False,preregistered
pct,0.98,,3,5,trend72,-0.8408057589714907,0.9834769647801542,0.907136492699898,4464,1902.7333333333336,-0.5125604753333334,-0.1874571160740784,,False,preregistered
pct,0.98,,3,10,none,-0.8686770330816165,0.994273076652006,0.9439804480646852,4203,958.7801587301587,-0.9793548786785716,-0.1006416325963605,,False,preregistered
pct,0.98,,3,10,trend72,-0.8462735868260735,0.9824489260087,0.910859359860846,5375,1907.264285714286,-0.5097986594642856,-0.1991329125759944,,False,preregistered
pct,0.98,,6,3,none,-0.91857461713822,0.9870937056910152,0.9734764623975776,1776,782.3333333333333,-1.1063215416666663,-0.2501906998814494,,False,preregistered
pct,0.98,,6,3,trend72,-0.8693313579068053,0.977214528016337,0.9351578301072296,4260,2120.666666666667,-0.5265450266666667,-0.3231174874203317,,False,preregistered
pct,0.98,,6,5,none,-0.9109898923697792,0.9866927505505264,0.9703551859235648,2419,755.8,-1.0328215605,-0.2594586537147418,,False,preregistered
pct,0.98,,6,5,trend72,-0.8921191745199138,0.9720035474591776,0.9457400583883824,5720,2145.6000000000004,-0.5162582945,-0.3982089087603704,,False,preregistered
pct,0.98,,6,10,none,-0.8956443729384803,0.9881467780745532,0.9614647689506494,3514,722.9293650793651,-0.9745953161666668,-0.2310293702962166,,False,preregistered
pct,0.98,,6,10,trend72,-0.8889055068239037,0.9725169418025448,0.943511600686497,7376,2154.061111111111,-0.5143593059801588,-0.390424252629835,,False,preregistered
abs,30.0,0.5,1,3,none,-0.565534821331151,0.9835677427919957,0.8587040168579338,322,192.0,-0.5945049783333334,-0.09750896193275856,-0.6054817172661839,False,ext
abs,30.0,0.5,1,3,trend72,0.20393082956070674,1.085940654588988,0.5771114326487858,295,193.0,-0.18338879833333332,0.32440258458691656,0.0925611073259931,False,ext
abs,30.0,0.5,1,5,none,-0.5228608022008037,0.9897024176392817,0.844825649191922,379,185.16666666666669,-0.5908078955,-0.060582128830608664,-0.5652355500975064,False,ext
abs,30.0,0.5,1,5,trend72,0.2201598770954707,1.088180131116029,0.5771114326487857,371,197.23333333333335,-0.18293959333333332,0.33263330795773016,0.10496705398770767,False,ext
abs,30.0,0.5,3,3,none,-0.0030045394054598606,1.059627409067226,0.7714574724166164,112,67.0,-0.5402929416666666,0.28374049720514305,-0.03592281854044033,False,ext
abs,30.0,0.5,3,3,trend72,-0.35725838938677,0.9681942494549366,0.6523848965218616,159,108.0,-0.12028322833333334,-0.10378531961972608,-0.3912604515568928,False,ext
abs,30.0,0.5,3,5,none,0.012206486714879228,1.0607657848938854,0.7679706297036052,137,65.76666666666667,-0.5390943865,0.28830492975053057,-0.020612967415834182,False,ext
abs,30.0,0.5,3,5,trend72,-0.3700952304380356,0.9639670837485423,0.6523848965218616,201,111.53333333333333,-0.119739082,-0.11754165642620745,-0.4044798172965607,False,ext
abs,30.0,1.0,1,3,none,-0.28210009721508145,1.0217131445673402,0.7757619579600525,314,200.66666666666669,-0.5415548783333333,0.10664209113692681,-0.35087088897637286,False,ext
abs,30.0,1.0,1,3,trend72,0.2424370588487641,1.1094370952938648,0.45587725718096483,250,174.66666666666669,-0.13906625,0.33602957012156864,0.1380591690636932,False,ext
abs,30.0,1.0,1,5,none,-0.256314835902571,1.0247647595315315,0.763584926356262,383,202.26666666666665,-0.5385842783333334,0.12100555198812353,-0.3280720263850483,False,ext
abs,30.0,1.0,1,5,trend72,0.23096082736430268,1.1071795778850573,0.4620824354288645,269,174.46666666666667,-0.13896234916666667,0.3295122730308058,0.12765577443871567,False,ext
